Nome,total,percentage,total_2024,total_2023,total_2022,total_2021,total_2020,total_2019,total_2018,total_2017,total_2016,total_2015,total_2014,total_2013,total_2012,total_2011,total_2010
MARIA SOFIA,1180.0,0.023444762847282998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,517.0,427.0,2.0,3.0,0.0,2.0,1.0
MAVIE,1152.0,0.0228884464407373,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRELLA,1134.0,0.022530814465100784,0.0,0.0,0.0,0.0,734.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIOVANNA,1081.0,0.021477786981282138,0.0,0.0,0.0,0.0,691.0,0.0,377.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ANA CECÍLIA,1073.0,0.021318839436554795,0.0,0.0,0.0,0.0,0.0,0.0,629.0,204.0,144.0,91.0,3.0,0.0,0.0,0.0,2.0
MARIA ISADORA,965.0,0.019173047582735674,0.0,0.0,0.0,0.0,0.0,503.0,261.0,122.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
ISABELLY,906.0,0.018000809440371524,0.0,0.0,0.0,0.0,94.0,0.0,270.0,161.0,183.0,169.0,28.0,1.0,0.0,0.0,0.0
ANNA LIZ,851.0,0.016908045070371046,353.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA SOFIA,818.0,0.016252386448370758,0.0,0.0,0.0,0.0,0.0,145.0,175.0,204.0,144.0,130.0,18.0,1.0,1.0,0.0,0.0
LUIZ GUSTAVO,811.0,0.016113307346734333,0.0,0.0,0.0,0.0,0.0,65.0,0.0,6.0,60.0,633.0,42.0,0.0,0.0,4.0,1.0
MARIA ESTHER,806.0,0.016013965131279742,0.0,0.0,0.0,267.0,0.0,153.0,169.0,120.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0
MARIA HELOÍSA,802.0,0.015934491358916072,0.0,0.0,0.0,0.0,0.0,0.0,351.0,295.0,155.0,0.0,0.0,1.0,0.0,0.0,0.0
GUSTAVO HENRIQUE,799.0,0.01587488602964332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,405.0,4.0,10.0,1.0,7.0,2.0
GABRIEL HENRIQUE,743.0,0.014762253216551923,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,243.0,2.0,5.0,4.0,4.0,1.0
JOSÉ ARTHUR,719.0,0.014285410582369897,0.0,0.0,0.0,0.0,0.0,0.0,358.0,67.0,293.0,0.0,0.0,0.0,0.0,0.0,1.0
CATARINA,693.0,0.013768831062006034,411.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LARA SOPHIA,690.0,0.013709225732733279,0.0,0.0,0.0,0.0,0.0,47.0,56.0,154.0,184.0,236.0,13.0,0.0,0.0,0.0,0.0
RAVI LUCCA,671.0,0.013331725314005841,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATHEUS HENRIQUE,609.0,0.012099881842368938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,312.0,29.0,5.0,4.0,1.0,0.0
PEDRO ARTHUR,561.0,0.011146196574004884,0.0,0.0,0.0,0.0,0.0,128.0,206.0,112.0,78.0,37.0,0.0,0.0,0.0,0.0,0.0
JOAO VITOR,546.0,0.010848169927641116,0.0,0.0,0.0,0.0,0.0,509.0,0.0,16.0,0.0,0.0,4.0,3.0,7.0,2.0,5.0
LUIZ HENRIQUE,542.0,0.010768696155277445,0.0,0.0,0.0,0.0,0.0,369.0,52.0,44.0,6.0,35.0,29.0,2.0,2.0,1.0,2.0
JOSE ARTHUR,490.0,0.009735537114549721,0.0,0.0,0.0,0.0,0.0,473.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOÃO ARTHUR,466.0,0.009258694480367693,0.0,0.0,0.0,0.0,0.0,0.0,197.0,129.0,95.0,40.0,4.0,0.0,1.0,0.0,0.0
BRUNO HENRIQUE,460.0,0.009139483821822187,0.0,0.0,0.0,0.0,253.0,202.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
LAURA SOPHIA,448.0,0.008901062504731173,0.0,0.0,0.0,0.0,0.0,40.0,119.0,73.0,151.0,65.0,0.0,0.0,0.0,0.0,0.0
ANA LÍVIA,431.0,0.00856329897218557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,156.0,96.0,4.0,2.0,0.0,1.0,0.0
ASAFE,431.0,0.00856329897218557,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAITÊ,376.0,0.007470534602185091,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUGUSTO,376.0,0.007470534602185091,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARINA,357.0,0.007093034183457654,90.0,95.0,0.0,106.0,0.0,0.0,52.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0,0.0
MARTINA,341.0,0.006775139094002969,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMANUELLY VITORIA,328.0,0.006516849333821037,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTHONY GAEL,326.0,0.006477112447639203,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOPHIA EMANUELLY,324.0,0.006437375561457366,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLOS HENRIQUE,318.0,0.006318164902911859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,205.0,18.0,12.0,3.0,5.0,2.0
FRANCISCO,308.0,0.006119480472002682,133.0,132.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
ESTER,254.0,0.005046584545093121,0.0,35.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,179.0,3.0,1.0,0.0,2.0,0.0
NICOLAS GABRIEL,253.0,0.005026716102002203,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
ENZO MIGUEL,246.0,0.004887637000365778,0.0,0.0,0.0,0.0,0.0,129.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIA BEATRIZ,243.0,0.004828031671093025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,173.0,13.0,2.0,0.0,0.0,0.0
JOAO VICTOR,241.0,0.004788294784911189,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,40.0,4.0,2.0,0.0,0.0,0.0
MARIA LUÍSA,238.0,0.004728689455638436,0.0,0.0,0.0,0.0,0.0,0.0,227.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
MARIA ANTÔNIA,226.0,0.004490268138547422,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JOSUE,209.0,0.0041525046060018195,31.0,42.0,32.0,73.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA LUISA,204.0,0.004053162390547231,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
EDUARDO,194.0,0.0038544779596380524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,49.0,100.0,12.0,7.0,7.0,1.0,0.0
MARIA RITA,190.0,0.0037750041872743815,0.0,0.0,0.0,0.0,0.0,60.0,77.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
ANNA CLARA,189.0,0.0037551357441834637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,161.0,12.0,0.0,1.0,2.0,2.0
MARIA ELOÁ,189.0,0.0037551357441834637,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOAO ARTHUR,178.0,0.003536582870183368,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTHUR SANTOS,168.0,0.00333789843927419,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOSÉ GABRIEL,158.0,0.003139214008365012,0.0,0.0,0.0,0.0,0.0,0.0,75.0,55.0,0.0,0.0,24.0,3.0,0.0,0.0,1.0
PAULO HENRIQUE,154.0,0.003059740236001341,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,46.0,39.0,26.0,7.0,3.0,4.0,5.0
JOSUÉ,151.0,0.0030001349067285874,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,69.0,0.0,2.0,1.0,0.0,0.0,0.0
CARLOS DANIEL,143.0,0.0028411873620012447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,116.0,6.0,8.0,3.0,2.0,1.0
ANGELO GABRIEL,141.0,0.0028014504758194095,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0
VICTOR GABRIEL,136.0,0.0027021082603648204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,35.0,34.0,8.0,0.0,2.0,0.0
MARIA ELOAH,136.0,0.0027021082603648204,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANNA LAURA,134.0,0.0026623713741829847,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0
EMILLY VITORIA,133.0,0.002642502931092067,0.0,0.0,0.0,0.0,0.0,107.0,0.0,21.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
LUIZ FELIPE,122.0,0.002423950057091971,0.0,0.0,0.0,0.0,0.0,0.0,60.0,23.0,21.0,0.0,11.0,1.0,1.0,4.0,1.0
ANTHONY MIGUEL,122.0,0.002423950057091971,0.0,0.0,0.0,0.0,0.0,58.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIA LETICIA,122.0,0.002423950057091971,0.0,0.0,0.0,0.0,0.0,64.0,0.0,34.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0
DAVI HENRIQUE,121.0,0.0024040816140010533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,8.0,1.0,4.0,0.0,0.0
LUIS FELIPE,121.0,0.0024040816140010533,0.0,0.0,0.0,0.0,0.0,91.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
LUIS FERNANDO,117.0,0.002324607841637382,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0
LUIZ FERNANDO,114.0,0.002265002512364629,0.0,0.0,0.0,0.0,0.0,24.0,0.0,19.0,25.0,15.0,15.0,8.0,5.0,3.0,0.0
ENDRICK,111.0,0.0022053971830918754,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIA LORENA,109.0,0.0021656602969100398,0.0,0.0,0.0,0.0,0.0,44.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIA ÍSIS,109.0,0.0021656602969100398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMANUELLY VITÓRIA,109.0,0.0021656602969100398,0.0,0.0,0.0,0.0,0.0,0.0,67.0,16.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0
LUIS MIGUEL,107.0,0.002125923410728204,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
NICOLLY,106.0,0.0021060549676372863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,94.0,4.0,2.0,0.0,4.0,0.0
DAVI LUIS,102.0,0.0020265811952736154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,40.0,19.0,0.0,1.0,1.0,0.0
LUIS GUSTAVO,99.0,0.001966975866000862,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0
JOSE GABRIEL,94.0,0.0018676336505462727,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
JOSÉ PEDRO,94.0,0.0018676336505462727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,78.0,11.0,0.0,0.0,0.0,0.0
ANA PAULA,78.0,0.001549738561091588,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,27.0,16.0,5.0,4.0,2.0,4.0
JOÃO PAULO,70.0,0.0013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,27.0,3.0,3.0,10.0,5.0
JOSE HENRIQUE,70.0,0.0013907910163642458,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
ARTHUR VINICIUS,66.0,0.0013113172440005745,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ANNA JULIA,64.0,0.0012715803578187389,0.0,0.0,0.0,0.0,0.0,33.0,0.0,15.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0
PEDRO GABRIEL,63.0,0.0012517119147278212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,16.0,0.0,0.0,0.0,7.0
EMILLY VITÓRIA,61.0,0.0012119750285459856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,30.0,5.0,4.0,3.0,2.0
VITÓRIA,59.0,0.0011722381423641501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,8.0,5.0,2.0,3.0
ELIAS,55.0,0.0010927643700004788,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0
ANA ALICE,51.0,0.0010132905976368077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,1.0,0.0,2.0,3.0,0.0
JOSE HEITOR,51.0,0.0010132905976368077,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOÁ,46.0,0.0009139483821822187,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MARIA APARECIDA,42.0,0.0008344746098185475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,7.0,10.0,0.0,2.0,1.0,3.0
LUIZ OTAVIO,39.0,0.000774869280545794,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
MARIA LUÍZA,39.0,0.000774869280545794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,2.0,0.0,0.0,2.0,0.0
ANA CAROLINA,36.0,0.0007152639512730406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,11.0,7.0
RHAVI,34.0,0.0006755270650912051,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATEUS,33.0,0.0006556586220002873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,6.0,6.0,4.0,1.0,5.0
VICTOR EMANUEL,32.0,0.0006357901789093694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HADASSA,31.0,0.0006159217358184517,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
JÚLIO CÉSAR,31.0,0.0006159217358184517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,3.0,3.0
ANA LIS,29.0,0.000576184849636616,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUIZ GUILHERME,28.0,0.0005563164065456983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0
GABRIELA,27.0,0.0005364479634547806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,1.0,10.0
MOISÉS,27.0,0.0005364479634547806,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
ANTHONY RAVI,26.0,0.0005165795203638628,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIA GABRIELA,26.0,0.0005165795203638628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,2.0
YASMIM,26.0,0.0005165795203638628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,5.0,1.0,0.0,3.0
VITOR GABRIEL,23.0,0.00045697419109110937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,2.0,2.0,0.0,2.0
ELIZA,22.0,0.00043710574800019154,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERMO CANCELADO,22.0,0.00043710574800019154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0
JOSÉ HENRIQUE,22.0,0.00043710574800019154,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,2.0,3.0,0.0,1.0,0.0
MARCOS VINICIUS,21.0,0.00041723730490927376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,6.0,1.0,0.0
EMILLY,21.0,0.00041723730490927376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,1.0,0.0,0.0
THIAGO,21.0,0.00041723730490927376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0,3.0,0.0
DAVI LUÍS,21.0,0.00041723730490927376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,2.0,0.0,0.0
LUAN,20.0,0.00039736886181835593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,0.0,1.0,2.0
FERNANDO,20.0,0.00039736886181835593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,4.0
LARISSA,17.0,0.00033776353254560254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,2.0,2.0
ANA LETÍCIA,17.0,0.00033776353254560254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,1.0,0.0,0.0
AVERBACAO,17.0,0.00033776353254560254,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMANDA,16.0,0.0003178950894546847,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
MOISES,16.0,0.0003178950894546847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0
AGATHA SOPHIA,16.0,0.0003178950894546847,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTHUR GUILHERME,15.0,0.00029802664636376694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERNANDA,15.0,0.00029802664636376694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0
DAVID,14.0,0.00027815820327284916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,1.0
JOÃO VÍTOR,14.0,0.00027815820327284916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,2.0,0.0,3.0
KAUAN,14.0,0.00027815820327284916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,3.0
MARIA DE,13.0,0.0002582897601819314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0
DAVID LUIZ,12.0,0.00023842131709101358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0
MARCOS VINÍCIUS,11.0,0.00021855287400009577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
LUCAS HENRIQUE,11.0,0.00021855287400009577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0
GABRIELLY,10.0,0.00019868443090917797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0
ANA MARIA,10.0,0.00019868443090917797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0
VITORIA,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0
CAIO,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0
DANILO,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0
ANTONY GABRIEL,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0
VINÍCIUS,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0
JONAS,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0
DAVID LUCAS,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
VITOR HUGO,9.0,0.00017881598781826016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0
VITOR,8.0,0.00015894754472734236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0
KAIO,8.0,0.00015894754472734236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0
BRUNO,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0
ALEXANDRE,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
JOÃO MATHEUS,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
JOÃO CARLOS,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
RAFAELA,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
LUCAS EDUARDO,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
MILENA,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
GEOVANA,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0
MARIA VICTÓRIA,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
ANTONIO,7.0,0.00013907910163642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
RAISSA,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
CALEBE,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
ADRIAN,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0
PAULO VICTOR,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
CAMILA,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
LETÍCIA,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
RUAN,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
MARIA LETÍCIA,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
BIANCA,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
ANNA JÚLIA,6.0,0.00011921065854550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
LUIZ DAVI,5.0,9.934221545458898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
EMILY VITÓRIA,5.0,9.934221545458898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
ÂNGELO GABRIEL,5.0,9.934221545458898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
LUÍS GUSTAVO,5.0,9.934221545458898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
